'Name of school','URL','Street','Address','ZIP-Code','City','Region','Country','Country-Code','Latitude','Longitude'
'Escola Manacá','www.escolalivremanaca.com.br','Av. Joao Carlos da Silva Borges 280','Sao Paulo, São Paulo 04726-000','04726-000','Sao Paulo','SP','Brazil','BR','-23.6431246','-46.7115451'
'Escola Micael de Sorocaba','www.waldorfsorocaba.com.br','Rua Augusto Lippel, 1511','Sorocaba, São Paulo 18048-130','18048-130','Sorocaba','SP','Brazil','BR','-23.5368399','-47.4711268'
'Escola Municipal Cecilia Meirelles',,'Rua Sebastiao Tohoro Kassuga, 218','Nova Friburgo, Rio de Janeiro 28621-360','28621-360','Nova Friburgo','RJ','Brazil','BR','-22.32896','-42.5527551'
'Escola Rudolf Lanz','escolarudolflanz.blogspot.de/','Rua Manoel Amaral 411','Avare, São Paulo 18701-159','18701-159','Avaré','SP','Brazil','BR','-23.0941425','-48.9060626'
'Escola Turmalina','www.escolaturmalina.com.br','Rua Eduardo Sprada, 3572','Curitiba, Paraná 81210-370','81210-370','Curitiba','PR','Brazil','BR','-25.4441477','-49.3396275'
'Escola Waldorf Anabá','www.anaba.com.br','R. Pastor William Richard S. Filho, 841','Florianópolis, SC 88034-100','88034-100','Florianópolis','SC','Brazil','BR','-27.57571','-48.50756'
'Escola Waldorf Anael','www.projuventudebahia.org','Rua Aramari s/n','Várzea da Roça, Bahia 44635-000','44635-000','Várzea da Roça','BA','Brazil','BR','-11.6056604385376','-40.1213989257813'
'Escola Waldorf de Capao Bonito',,'Av. Dona Nene, 500','Capão Bonito, São Paulo 18304-758','18304-758','Capão Bonito','SP','Brazil','BR','-24.00185','-48.3427999'
'Escola Waldorf de Sao Paulo','www.waldorf.com.br','Rua Baluarte 111','Sao Paulo, São Paulo 04549-010','04549-010','Sao Paulo','SP','Brazil','BR','-23.59924','-46.67468'
'Escola Waldorf Francisco de Assis','www.escolafranciscodeassis','Av. Basileia, 149 Lauzane Paulista','Sao Paulo, São Paulo 02440-060','02440-060','Sao Paulo','SP','Brazil','BR','-23.4775199','-46.64747'
'Escola Waldorf Joao Guimaraes Rosa','www.waldorfribeirao.org','Rua Virginia de Francesco Santilli, 81','Ribeirao Preto, São Paulo 14021-170','14021-170','Ribeirão Preto','SP','Brazil','BR','-21.2149214','-47.7761572'
'Escola Waldorf Micael','www.micaelfortaleza.com.br','Rua Dr. Ayrton Borges Martins, 223','Fortaleza, Ceara 60813-580','60813-580','Fortaleza','CE','Brazil','BR','-3.7806982','-38.4851126'
'Escola Waldorf Moara',,'SHCGN 703 Area Especial','Brasília, DF 70730-700','70730-700','Brasilia','DF','Brazil','BR','-15.78015','-47.88848'
'Escola Waldorf Novalis','www.novalis.org.br','Rua Otilio Teodoro 171','Piracicaba, São Paulo 13415-080','13415-090','Piracicaba','SP','Brazil','BR','-22.70696','-47.5897999'
'Escola Waldorf Querência','www.ewq.com.br','Rua José Kanan Aranha, 140/156','Porto Alegre, Rio Grande do Sul 91760-470','91760-470','Porto Alegre','RS','Brazil','BR','-30.12697','-51.23825'
'Escola Waldorf Quintal Mágico de Paraty','www.quintalmagico.org','Rua das Saíras, 15','Paraty, Rio de Janeiro 23970-000','23970-000','Paraty','RJ','Brazil','BR','-23.2174962','-44.7252249'
'Escola Waldorf Rudolf Steiner','www.ewrs.com.br','Rua Job Lane, 900','São Paulo, São Paulo 04639-001','04639-001','Sao Paulo','SP','Brazil','BR','-23.63803',-46684
'Escola Waldorf Veredas','www.escolaveredas.com.br','Estrada Municipal Adelina Segantine Cerqueira','Campinas, São Paulo 13076-970',13076,'Campinas','SP','Brazil','BR','-22.8818645477295','-47.0491409301758'
'Espaço Bem Viver','www.espacobemviver.com.br','Passagem das Paineiras, 35','Embu das Artes,  06846-120','06846-120','Embu das Artes','SP','Brazil','BR','-23.6276925','-46.8673802'
'Federação das Escolas Waldorf no Brasil','www.fewb.org.br','Rua São Benedito 1365, Alto da Boa Vista','São Paulo,  04735-003','04735-003','Sao Paulo','SP','Brazil','BR','-23.6423154','-46.6973193'
'Jardim Angelim','www.jardimangelim.com.br','Rua Aristides Marioti, 911','Jundiai, São Paulo 13211-740','13211-740','Jundiaí','SP','Brazil','BR','-23.18481','-46.92166'
'Jardim Colibri','www.jardimcolibri.com.br','Rua Jaime Espirito Santo 77','São Paulo, São Paulo 04671-210','04671-210','Sao Paulo','SP','Brazil','BR','-23.65823','-46.69226'
'Jardim da Margarida','www.jardinmmargarida.com.br','Rua Irineu Marinho 136','São Paulo, São Paulo 04739-040','04739-040','Sao Paulo','SP','Brazil','BR','-23.6434','-46.6986599'
'Jardim da Maria Eugênia',,'Rua Ossian Terceiro Telles, 95','São Paulo, São Paulo 04649-000','04649-000','Sao Paulo','SP','Brazil','BR','-23.64995','-46.67235'
'Jardim das Amoras','www.jardimdasamoras.com.br','Av. Jesuíno Marcondes Machado, 945','Campinas, São Paulo 13092-001','13092-001','Campinas','SP','Brazil','BR','-22.89819','-47.04347'
'Jardim das Borboletas',,'Rua Ocian Terceiro Teles, 493','São Paulo, São Paulo 04649-000','04649-000','Sao Paulo','SP','Brazil','BR','-23.6534799','-46.67123'
'Jardim de Infancia Alecrim',,'Rua Campos Salles 1936','Piracicaba, São Paulo 13416-310','13419-150','Piracicaba','SP','Brazil','BR','-22.72277','-47.63477'
'Jardim de Infancia Alternativa',,'Rua Avedis Simonian 777','Guarujá., São Paulo 11421-180','11421-060','Guarujá','SP','Brazil','BR','-24.0138657','-46.2816596'
'Jardim do Sol','www.jardimdosolararaquara.com.br','Rua Luiz Luccas, 8','Araraquara,  14806-613','14806-105','Araraquara','SP','Brazil','BR','-21.76401','-48.15997'
'Jardim Escola Michaelis','www.michaelis.com.br','Rua Visconde de Caravelas, 20','Botafogo,  22271-022','22271-022','Rio de Janeiro','RJ','Brazil','BR','-22.95605','-43.1928'
'Jardim Escola Paineira','www.paineira.org.br','Av. Sr. Dos Pasos, 2102','Juiz de Fora, Minas Gerais 36037-490','36037-490','Juiz de Fora','MG','Brazil','BR','-21.7751782','-43.3891801'
'Jardim Escola Vitoria Regia',,'Rua Arnaldo Cathoud 685','Belo Horizonte, Minas Gerais 31370-310','31370-290','Belo Horizonte','MG','Brazil','BR','-19.8463299','-44.0048'
'Jardim Estrela Guia','www.estrelaguia.art.br','Rua Fernando Pessoa, 452','Atibaia, São Paulo 12946-250','12946-240','Atibaia','SP','Brazil','BR','-23.13447','-46.55265'
'Jardim Flauta Mágica','waldorfflautamagica.com.br','Rua Alexandre Herculano, 77','Santos, São Paulo 11050-030','11050-031','Santos','SP','Brazil','BR','-23.95946','-46.32557'
'Jardim Florescer',,'Rue Dr. Cardoso de Almeida, 515','Botucatu, São Paulo 18600-050','18600-005','Botucatu','SP','Brazil','BR','-22.8844299','-48.4424'
'Jardim Ghimell','www.jardimghimell.com.br','Rua Padre Francisco Auling, 69','Curitiba, Paraná 80250-330','80520-330','Curitiba','PR','Brazil','BR','-25.40776','-49.27262'
'Jardim Magê-Molê','www.magemole.com.br','Rua Paulo Graeser Sobrinho, 279','Curitiba, Paraná 80510-170','80510-170','Curitiba','PR','Brazil','BR','-25.41769','-49.27969'
'Jardim Moitara',,'Rua Doutor Cloves Correia da costa, 500','Cuiaba, MT 78035-100','78045-020','Cuiabá','MT','Brazil','BR','-15.5855038','-56.0931777'
'Lume Escola Jardim de Infância','www.lumejardim.com.br','Rua Araçuaí, 44','Belo Horizonte, Minas Gerais 30210-550','30310-740','Belo Horizonte','MG','Brazil','BR','-19.9479221','-43.9339152'
'São Micael Jardim Waldorf','www.saomicaeljardim.com.br','Rua Fuás de Mattos Sabino, 739','Bauru, São Paulo 17017-332','17017-332','Bauru','SP','Brazil','BR','-22.3440818','-49.0589043'
'Sol Dourado Jardim Waldorf','www.soldouradojf.com.br','Rua Engenheiro José Carlos Moraes Sarmento, 280','Juiz de Fora, Minas Gerais 36036-100','36036-100','Juiz de Fora','MG','Brazil','BR','-21.75013','-43.35881'
'Viver Escola Waldorf de Bauru','www.escolaviver.wordpress.com','Rua Fortunato Resta, q-12','Bauru, São Paulo 17052-330','17052-330','Bauru','SP','Brazil','BR','-22.3331599','-49.0900957'
'Calgary Waldorf School','www.calgarywaldorf.org','515 Cougar Ridge Drive, SW','Calgary, AB T3H 5G9','T3H 5G9','Calgary','AB','Canada','CA','51.07247','-114.21917'
'Cedar Bridge School',,'730 Whitevale Road','Lumby, BC V0E 2G7','V0E 2G7','North Okanagan','BC','Canada','CA','50.23526','-118.96613'
'Centre de la Petite Enfance L''Oiseau d''Or','www.loiseaudor.com','5 Rue Charlotte','Sherbrooke, QC J1M 2J9','J1M 2J9','Sherbrooke','QC','Canada','CA','45.3734899','-71.8616'
'Ecole Imagine','www.ecoleimagine.org','5B-1337 de la Sapiniere','Val David, QC J0T 2N0','J0T 2N0','Val-David','QC','Canada','CA','46.03102','-74.2062399'
'Ecole Rudolf Steiner de Montreal','www.ersm.org','4855 Kensington Avenue','Montreal, QC H3X 3S6','H3X 3S6','Montreal','QC','Canada','CA','45.47163','-73.63561'
'Edge Hill Country School','www.edgehill-school.com','423281 Concession 6 RR#1','Durham, ON N0G 1R0','N0G 1R0','Durham','ON','Canada','CA','44.1801300048828','-80.8241500854492'
'Halton Waldorf School','www.haltonwaldorf.com','2193 Orchard Road','Burlington, ON L7L 4J8','L7L 7J8','Burlington','ON','Canada','CA','43.40336','-79.79167'
'Jardin d''enfants: Des Racines et des Ailes',,'1915 Chemin de la Cote','Val David, QC J0T 2N0','J0T 2N0','Val-David','QC','Canada','CA','46.0542299','-74.20359'
'Kelowna Waldorf School','www.kelownawaldorf.org','429 Collett Road','Kelowna, BC V1W 1K6','V1W 1K6','Kelowna','BC','Canada','CA','49.81707','-119.49889'
'Little Lions Waldorf Daycare and Kindergarten','www.littlelionswaldorf.ca','211 Clarke Street','Thunder Bay, ON P7A 2M1','P7A 2M1','Thunder Bay','ON','Canada','CA','48.4478','-89.20129'
'London Waldorf School','www.londonwaldorf.ca','7 Beaufort Street','London, ON N6G 1A5','N6G 1A5','London','ON','Canada','CA','42.9963','-81.2632'
'Mulberry Waldorf School','www.mulberrywaldorfschool.ca','26 Markland St.','Kingston, ON K7K 1S2','K7K 1S1','Kingston','ON','Canada','CA','44.2380555','-76.4865962'
'Nelson Waldorf School','www.nelsonwaldorf.org','3648 Silverking Ski Hill Road','Nelson, BC V1L 5P9','V1L 5P9','Nelson','BC','Canada','CA','49.4975509643555','-117.288818359375'
'Rudolf Steiner Centre Toronto','www.rsct.ca','9100 Bathurst Street, No. 4','Thornhill, ON L4J 8C7','L4J 8C7','Vaughan','ON','Canada','CA','43.843182','-79.4578088'
'Saltwater Waldorf School','www.saltwaterschool.com','2311 Rosewall Crescent','Courtenay, BC V9N 8R9','V9N 8R9','Courtenay','BC','Canada','CA','49.67029','-124.99853'
'South Shore Waldorf School & Kindergarten','www.waldorfns.org','64 School Road','Blockhouse, NS B0J 2E0','B0J 2E0','Lunenburg Municipal District','NS','Canada','CA','44.44887','-64.41817'
'Squamish Waldorf School','www.squamishwaldorf.com','38265 Westway Ave','Squamish, BC V8B 0C2','V8B 0Y5','Squamish','BC','Canada','CA','49.70241','-123.13105'
'Sunrise Waldorf School','www.sunrisewaldorfschool.org','2148 Lakeside Road','Duncan, BC V9L 6M3','V9L 6M3','Cowichan Valley','BC','Canada','CA','48.7245747','-123.6494982'
'The Waldorf Independent School of Edmonton','www.thewise.ca','7211 96a Ave','Edmonton, AB T6B 1B5','T6B 1B5','Edmonton','AB','Canada','CA','53.53429','-113.43919'
'Toronto Waldorf School','www.torontowaldorfschool.com','9100 Bathurst Street Unit 1','Thornhill, ON L4J 8C7','L4J 8C7','Vaughan','ON','Canada','CA','43.843182','-79.4578088'
'Trillium Waldorf School','www.trilliumwaldorfschool.com','540 Victoria Road North','Guelph, ON N1H 4L2','N1H 4L2','Guelph/Eramosa','ON','Canada','CA','43.5880757','-80.2744024'
'Vancouver Waldorf School','www.vws.ca','2725 St. Christophers Road','North Vancouver, BC V7K 2B6','V7K 2B6','North Vancouver District','BC','Canada','CA','49.33346','-123.04662'
'Waldorf Academy','www.waldorfacademy.org','250 Madison Avenue','Toronto, ON M4V 2W6','M4V 2W6','Toronto','ON','Canada','CA','43.67723','-79.40703'
'Waldorf Early Childhood Association of North America','www.waldorfearlychildhood.org','285 Hungry Hollow Road','Spring Valley, New York 10977',10977,'Spring Valley','NY','United States','US','41.0846322485556','-74.0639049311792'
'West Coast Institute for Studies in Anthroposophy','www.westcoastinstitute.org','PO Box 163','Sechelt, BC V0N 3A0','V0N 3A0','Sechelt','BC','Canada','CA','49.4737243652344','-123.756378173828'
'Westdale Children''s School','www.westdalechildrensschool.org','2 Bond Street North','Hamilton, ON L8R 2Z2','L8S 3W1','Hamilton','ON','Canada','CA','43.2634','-79.9013'
'Whistler Waldorf School','www.whistlerwaldorf.com','7324 Kirkpatrick Way','Whistler, BC V0N 1B0','V0N 1B7','Whistler','BC','Canada','CA','50.1336864','-122.9494015'
'Akademie für Anthroposophische Pädagogik','www.paedagogik-akademie.ch','Ruchti-Weg 5','Dornach,  4143',4143,'Dornach','SO','Switzerland','CH','47.48202','7.61874'
'Chinderhus zum Dischtelfink','www.dischtelfink.ch','Hauptstr. 81','Binningen,  4102',4102,'Binningen','BL','Switzerland','CH','47.54038','7.57361'
'Chinderhuus Jota',,'Schäracher 16','Zürich,  8053',8053,'Zurich','ZH','Switzerland','CH','47.35411','8.59657'
'Die regionale Waldorfschule Kreuzlingen Konstanz','www.steinerschulekreuzlingen.ch','Bahnhofstraße 15','Kreuzlingen,  8280',8280,'Kreuzlingen','TG','Switzerland','CH','47.65169','9.17114'
'Ecole Rudolf Steiner Genéve','www.ecolestienr-geneve.ch','Chemin de Narly 2','Confignon/Genève,  1232',1232,'Confignon','GE','Switzerland','CH','46.17738','6.08861'
'Formation Pédagogique Anthroposophique de Suisse romande FPAS','www.fpas.ch','Route de Bois-Genoud 36','Crissier,  1023',1023,'Crissier','VD','Switzerland','CH','46.54834','6.58518'
'Heilpädagogischer Kindergarten Sonnenhof','www.sonnenhofarlesheim.ch','Obere Gasse 10','Arlesheim,  4144',4144,'Arlesheim','BL','Switzerland','CH','47.4921','7.6224'
'Institut Elementarpädagogik','www.elementarpaedagogik.ch','Austrasse 2','Arlesheim,  4144',4144,'Arlesheim','BL','Switzerland','CH','47.4922899','7.61133'
'Jardin d''enfants Rudolf Steiner','www.ecolesteiner-lausanne.ch','Bois Genoud 36, Case Postale','Crissier,  1023',1023,'Crissier','VD','Switzerland','CH','46.54834','6.58518'
'Jardin d''enfants Rudolf Steiner "La Tourmaline"','www.latourmaline.ch','39, rue Centrale','Corsier, sur Vevey,  1804',1804,'Corsier-sur-Vevey','VD','Switzerland','CH','46.47162','6.84411'
'Jardin d''enfants Rudolf Steiner "Le Coquelicot"','www.lecoquelicotsj.ch','Le Burkli 39','Chambrelien,  2919',2019,'Rochefort','NE','Switzerland','CH','46.97125','6.81855'
'Jardin d''enfants Rudolf Steiner "Les Ondines"',,'Rue Jardinière 57','La Chaux-de-Fonds,  2300',2300,'La Chaux-de-Fonds','NE','Switzerland','CH','47.10125','6.8243'
'Jardin d''enfants Waldorf "Quistiti"',,'Chemin du Pontet 2','Colombier,  2013',2013,'Milvignes','NE','Switzerland','CH','46.96774','6.8615'
'Jardins d''enfants Rudolf Steiner',,'Rue des Peupliers 15','Conthey,  1964',1964,'Conthey','VS','Switzerland','CH','46.22124','7.30675'
'Kindergarten "Wunderhus"','www.wunderhuus.ch','Waldeggstrasse 41A','Interlaken,  3800',3800,'Interlaken','BE','Switzerland','CH','46.68189','7.85717'
'Kindergarten am Felsli',,'In den Zielbäumen 17','Dornach,  4143',4143,'Dornach','SO','Switzerland','CH','47.48584','7.61745'
'Kindergarten der Rudolf Steiner Kleinklassenschule','www.kleinundklasse.ch','Eigerstrasse 24','Bern,  3007',3007,'Berne','BE','Switzerland','CH','46.9402','7.43306'
'Kindergarten der Rudolf Steiner Schule',,'Im Bretscha','Schaan,  9494',9494,'Schaan','Oberland','Liechtenstein','CH','47.16988','9.50932'
'Kindergarten der Rudolf Steiner Schule "Rosenbogen"','www.steinerschule-basel.ch','Spiegelbergstr. 18 a','Basel,  4059',4059,'Basel','BS','Switzerland','CH','47.53449','7.59677'
'Kindergarten der Rudolf Steiner Schule Aargau','www.steinerschule-aargau.ch','Alte Bernstrasse 14','Schafisheim,  5503',5503,'Schafisheim','AG','Switzerland','CH','47.38423','8.14309'
'Kindergarten der Rudolf Steiner Schule Berner Oberland','www.steinerschulebo.ch','Astrastrasse 15','Steffisburg,  3612',3612,'Steffisburg','BE','Switzerland','CH','46.77346','7.62958'
'Kindergarten der Rudolf Steiner Schule in Bern','www.steinerschule-bern.ch','Melchenbühlweg 14','Bern,  3006',3006,'Berne','BE','Switzerland','CH','46.94826','7.4799'
'Kindergärten der Rudolf Steiner Schule in Ittigen','www.steinerschule-bern.ch','Ittigenstr. 31','Ittigen,  3063',3063,'Ittigen','BE','Switzerland','CH','46.97954','7.48856'
'Kindergärten der Rudolf Steiner Schule in Langnau','www.steinerschule-bern.ch','Schlossstr. 6','Langnau,  3550',3550,'Langnau im Emmental','BE','Switzerland','CH',46939,'7.7879'
'Kindergarten der Rudolf Steiner Schule Münchenstein','www.rssm.ch','Gutenbergstr. 1','Münchenstein,  4142',4142,'Münchenstein','BL','Switzerland','CH','47.51644','7.61094'
'Kindergarten der Rudolf Steiner Schule Schaffhausen','www.steinerschule-sh.ch','Vordersteig 24','Schaffhausen,  8200',8200,'Schaffhausen','SH','Switzerland','CH','47.69726','8.62944'
'Kindergärten der Rudolf Steiner Schule Sihlau (Oberstufe Atelierschule)','www.steiner-schule.ch','Sihlstr. 23','Adliswil,  8134',8134,'Adliswil','ZH','Switzerland','CH','47.3031','8.52604'
'Kindergarten der Rudolf Steiner Schule Solothurn','www.steinerschulesolothurn.ch','Allmendstrasse 75','Solothurn,  4500',4500,'Solothurn','SO','Switzerland','CH','47.20937','7.51373'
'Kindergarten der Rudolf Steiner Schule St. Gallen','www.steinerschule-stgallen.ch','Rorschacherstr. 312','St. Gallen,  9016',9016,'St Gallen','SG','Switzerland','CH','47.45053','9.42131'
'Kindergärten der Rudolf Steiner Schule Winterthur','www.rssw.ch','Obere Briggerstr. 20','Winterthur,  8400',8406,'Winterthur','ZH','Switzerland','CH','47.49304','8.71519'
'Kindergarten der Rudolf Steiner Schule Zurich','www.steinerschule-zuerich.ch','Plattenstr. 37','Zürich,  8032',8032,'Zurich','ZH','Switzerland','CH','47.37304','8.55453'
'Kindergärten der Rudolf Steiner Schulen Zürcher Oberland','www.rsszo.ch','Usterstr. 141','Wetzikon,  8621',8620,'Wetzikon','ZH','Switzerland','CH','47.32878','8.78262'
'Kindergarten der Rudolf Steiner-Schule Birseck','www.steinerschule-birseck.ch','Apfelseestr. 1','Aesch,  4147',4147,'Aesch','BL','Switzerland','CH','47.4745101928711','7.58422803878784'
'Kindergarten der Rudolf-Steiner Schule','www.steinerschule-biel.ch','Schützengasse 54','Biel,  2502',2502,'Biel/Bienne','BE','Switzerland','CH','47.14542','7.25019'
'Kindergarten der Rudolf-Steiner-Schule',,'Gundeldingerrain 162','Basel,  4059',4059,'Basel','BS','Switzerland','CH','47.53297',7594
'Kindergärten der Rudolf-Steiner-Schule',,'Farbgasse 79','Langenthal,  4900',4900,'Langenthal','BE','Switzerland','CH','47.20773','7.78869'
'Kindergarten Riehen','www.steinerschule-basel.ch','Rainallee 111','Riehen,  4125',4125,'Riehen','BS','Switzerland','CH','47.57089','7.64185'
'Kindergarten RS-Schule Jakobsberg, Birsmattehof','www.steinerschule-basel.ch','Birsmatthof','Therwil,  4106',4106,'Therwil','BL','Switzerland','CH','47.50399','7.54101'
'Kindergarten Rudolf Steiner Schule Luzern','www.steinerschule-luzern.ch','Riedholzstr.1','Ebikon,  6030',6030,'Ebikon','LU','Switzerland','CH','47.08733','8.34303'
'Kindergarten Scuola Rudolf Steiner Rivapiana-Locarno','www.scuolasteinerlocarno.ch','Via dei Paoli 36','Locarno-Minusio,  6648',6648,'Minusio','TI','Switzerland','CH','46.17347','8.81742'
'Kindergarten Sonnhalde','www.sonnhalde.ch','Haglenweg 13','Gempen,  4145',4145,'Gempen','SO','Switzerland','CH','47.4768','7.66396'
